Nome   ;sample name  ;Substance;tested date;published date ;location;
5004;Fl�gel;MDMA;Dec 01, 2016;Dec 22, 2016;Vienna, Austria;
5005;Fl�gel ;MDMA;Dec 01, 2016;Dec 22, 2016;Vienna, Austria;
5006;Minion ;MDMA;Dec 01, 2016;Dec 22, 2016;Vienna, Austria;
5007;Atari ;MDMA;Dec 01, 2016;Dec 22, 2016;Vienna, Austria;
5008;Flying V;Oxycodone;Dec 22, 2016;Dec 24, 2016;Grenada, MS;
5014;Oxycodone;Oxycodone;Dec 22, 2016;Dec 24, 2016;Los Angeles, CA;
5015;Blues;Oxycodone;Dec 22, 2016;Dec 24, 2016;Los Angeles, CA;
5017;Zofran ;Ondansetron;Dec 23, 2016;Dec 24, 2016;Online, India;
5020;Adderall;Tramadol;Dec 22, 2016;Dec 24, 2016;Online, India;
5023;Coca Cola ;MDMA;Dec 20, 2016;Dec 27, 2016;Zurich, Switzerland;
5024;Chupa Chups ;MDMA;Dec 16, 2016;Dec 27, 2016;Zurich, Switzerland;
5025;FC Barcelona ;MDMA;Dec 16, 2016;Dec 27, 2016;Zurich, Switzerland;
5031;Pink Apple ;MDMA;Dec 16, 2016;Dec 27, 2016;Sao Paulo, Brazil;
5033;Watson 853 ;Fentanyl;Dec 28, 2016;Dec 28, 2016;Online;
5035;MDA ;MDA;Jan 13, 2017;Jan 16, 2017;Santa Cruz, CA;
5036;Perc30 ;Fentanyl;Jan 13, 2017;Jan 16, 2017;KY;
5038;Oxy;Oxycodone;Jan 13, 2017;Jan 16, 2017;Los Angeles, CA;
5039;Blues;Oxycodone;Jan 13, 2017;Jan 16, 2017;Los Angeles, CA;
5041;Xanax Bar ;Lorazepam/Acetaminophen;Jan 13, 2017;Jan 16, 2017;Online, India;
5044;Starbucks ;MDMA;Jan 13, 2017;Jan 16, 2017;Online;
5045;Alprazolam;Alprazolam;Jan 13, 2017;Jan 16, 2017;Online;
5047;Green Instagram ;MDMA;Jan 13, 2017;Jan 16, 2017;Online;
5048;A.C.A.B ;MDMA;Jan 11, 2017;Jan 15, 2017;Zurich, Switzerland;
5049;The North Face ;MDMA;Jan 11, 2017;Jan 15, 2017;Zurich, Switzerland;
5052;Finn;MDA;Jan 18, 2017;Jan 19, 2017;New York, NY;
5054;TERPS;MDMA/Methylsulfonylmethane;Jan 18, 2017;Jan 19, 2017;Bay Area, CA;
5056;Tesla;Unidentified;Jan 18, 2017;Jan 19, 2017;Miami, FL;
5057;Blue Diamond ;Sildenafil;Jan 18, 2017;Jan 19, 2017;Online, Colombia;
5058;Red Tablet ;Ibuprofen;Jan 18, 2017;Jan 19, 2017;Toronto, ON, Canada;
5061;Rock 'n' Roll ;MDMA;Jan 20, 2017;Jan 20, 2017;Zurich, Switzerland;
5065;Porsche ;Caffeine/Methamphetamine;Jan 24, 2017;Jan 25, 2017;Baton Rouge, LA;
5073;Red Bull ;MDMA;Jan 24, 2017;Jan 25, 2017;Zurich, Switzerland;
5074;Red Bull ;MDMA;Jan 25, 2017;Jan 30, 2017;Bern, Switzerland;
5075;Coca Cola ;MDMA;Jan 24, 2017;Jan 30, 2017;Zurich, Switzerland;
5078;Rolls Royce ;MDMA;Jan 31, 2017;Feb 03, 2017;Zurich, Switzerland;
5081;Pink Anonymous ;MDMA;Feb 05, 2017;Feb 05, 2017;Online;
5082;Harley Davidson ;MDMA;Feb 05, 2017;Feb 05, 2017;Boston, MA;
5086;Tesla ;MDMA;Feb 05, 2017;Feb 05, 2017;San Francisco, CA;
5092;Ananas;MDMA;Feb 10, 2017;Feb 10, 2017;Zurich, Switzerland;
5095;Goldbarren;Caffeine/Acetaminophen/MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5096;Blume/Schildkr�te ;4-Chloromethamphetamine;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5097;9 mm ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5098;Minion ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5099;Popcorn ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5100;Red Bull ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5101;Rolex ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5102;Affe;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5103;Affe;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5104;Guy Fawkes ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5105;Nintendo ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5106;Levi's ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5107;IKEA;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5108;Mitsubishi ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5109;Pablo Escobar ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5110;Schildkr�te ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5111;The North Face ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5112;kpn;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5113;Diamant ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5114;V�gel;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5115;Red Bull ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5116;SPA ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5117;Doppelte Kirsche ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5118;Pacman;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5119;Marienk�fer ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5120;Instagram;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5121;No name;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5122;Maske;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5123;Purple;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5124;Red Army Skull ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5125;Stier ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5126;Rolex;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5127;Stierkopf;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5128;Tomorrowland ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5129;Emporio Armani 7 ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5130;Dominostein ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5131;Supreme;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5132;No name;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5133;Albert Heijn ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5134;Superman;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5135;Super Mario ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5136;Defqon ;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5137;Fl�gel;MDMA;Feb 07, 2017;Feb 14, 2017;Vienna, Austria;
5152;IKEA ;MDMA;Feb 13, 2017;Feb 14, 2017;Online;
5154;G Lady ;MDA;Feb 13, 2017;Feb 14, 2017;New York, NY;
5155;Heisenberg /Walter White;Caffeine/Methamphetamine;Feb 13, 2017;Feb 14, 2017;New York, NY;
5156;SKI ;2C-B;Feb 13, 2017;Feb 14, 2017;New York, NY;
5157;Burger King ;MDMA;Sep 01, 2014;Feb 17, 2017;Vienna, Austria;
5158;Rolex;MDMA;Feb 14, 2017;Feb 17, 2017;Zurich, Switzerland;
5159;No name;MDMA;Feb 15, 2017;Feb 17, 2017;Bern, Switzerland;
5160;Hanfblatt;MDMA;Feb 10, 2017;Feb 17, 2017;Zurich, Switzerland;
5161;Hanfblatt;MDMA;Feb 17, 2017;Feb 17, 2017;Zurich, Switzerland;
5162;Superman;MDMA/Caffeine;Sep 01, 2014;Feb 17, 2017;Vienna, Austria;
5163;Herz;MDMA/Caffeine;Sep 01, 2014;Feb 17, 2017;Vienna, Austria;
5164;Geist/Ghost;MDMA;Sep 01, 2014;Feb 17, 2017;Vienna, Austria;
5165;Erdbeere;MDMA;Sep 01, 2014;Feb 17, 2017;Vienna, Austria;
5166;Euro;MDMA;Sep 01, 2014;Feb 17, 2017;Vienna, Austria;
5167;Bitcoin;1,1-diphenylprolinol;Sep 01, 2014;Feb 17, 2017;Vienna, Austria;
5168;Kein Logo ;MDMA;Sep 01, 2014;Feb 17, 2017;Vienna, Austria;
5169;Toyota ;MDMA;Sep 01, 2014;Feb 17, 2017;Vienna, Austria;
5170;(Batterie)/Battery;MDMA;Sep 01, 2014;Feb 17, 2017;Vienna, Austria;
5171;Heineken ;MDMA;Sep 01, 2014;Feb 17, 2017;Vienna, Austria;
5172;Goldbarren;MDMA;Sep 01, 2014;Feb 17, 2017;Vienna, Austria;
5173;AP;MDMA/Caffeine;Sep 01, 2014;Feb 17, 2017;Vienna, Austria;
5174;Hanfblatt;MDMA;Feb 24, 2017;Feb 24, 2017;Zurich, Switzerland;
5175;Pac-Man Geist ;MDMA;Feb 24, 2017;Feb 24, 2017;Zurich, Switzerland;
5176;Anonymous;MDMA;Feb 24, 2017;Feb 24, 2017;Zurich, Switzerland;
5177;Philipp Plein ;MDMA;Feb 24, 2017;Feb 24, 2017;Zurich, Switzerland;
5178;Vodaphone ;MDMA;Feb 24, 2017;Feb 24, 2017;Zurich, Switzerland;
5179;Philipp Plein ;MDMA;Feb 02, 2017;Mar 01, 2017;Vienna, Austria;
5180;SPA;MDMA;Feb 02, 2017;Mar 01, 2017;Vienna, Austria;
5181;Trauriges Gesicht ;MDMA;Feb 02, 2017;Mar 01, 2017;Vienna, Austria;
5182;Levi's ;MDMA;Feb 02, 2017;Mar 01, 2017;Vienna, Austria;
5183;IKEA;MDMA;Feb 02, 2017;Mar 01, 2017;Vienna, Austria;
5184;Minion ;MDMA;Feb 02, 2017;Mar 01, 2017;Vienna, Austria;
5185;Rolls Royce ;MDMA;Feb 02, 2017;Mar 01, 2017;Vienna, Austria;
5186;Doppelte Kirsche ;MDMA;Feb 02, 2017;Mar 01, 2017;Vienna, Austria;
5188;Roche 10 ;Diazepam;Mar 02, 2017;Mar 03, 2017;Online;
5190;Found Pill /tablet;Melatonin;Mar 02, 2017;Mar 03, 2017;Washington, DC;
5195;Roxy ;Fentanyl;Mar 02, 2017;Mar 03, 2017;Online;
5198;Starbucks ;MDMA/Caffeine;Mar 02, 2017;Mar 03, 2017;Dallas, TX;
5200;Oxycodone;Furanylfentanyl;Mar 02, 2017;Mar 03, 2017;Online,China;
5202;Oxandrolone ;Oxandrolone;Mar 02, 2017;Mar 03, 2017;Kiev, Ukraine;
5204;Superman;Methylsulfonylmethane;Mar 02, 2017;Mar 03, 2017;Atlanta, GA;
5212;Bentley ;MDMA;Mar 03, 2017;Mar 06, 2017;Zurich, Switzerland;
5213;Rolex;MDMA;Mar 03, 2017;Mar 06, 2017;Bern, Switzerland;
5214;Super Mario ;MDMA;Mar 03, 2017;Mar 06, 2017;Bern, Switzerland;
5217;cor 239 ;Methylphenidate;Mar 09, 2017;Mar 10, 2017;McMurray, PA;
5221;White Triangle ;MDMA;Mar 09, 2017;Mar 10, 2017;Chicago, IL;
5224;Lego ;MDMA;Mar 09, 2017;Mar 10, 2017;Evanston, IL;
5225;Mastercard ;Caffeine/Methamphetamine;Mar 09, 2017;Mar 10, 2017;Atlanta, GA;
5231;Ecstasy;Tramadol;Mar 15, 2017;Mar 15, 2017;Atlanta, GA;
5233;Eule ;3-Methylmethcathinone;Mar 17, 2017;Mar 17, 2017;Zurich, Switzerland;
5235;G6;MDMA;Mar 21, 2017;Mar 21, 2017;San Jose, CA;
